line_no,news_id,source,title,old_decision,new_decision,new_category,new_risk_tier,changed,new_reason_codes
12003,b77794dba299873efd730d58ca1280ed,TASS,В Кисловодске возобновила работу канатная дорога,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
12004,3b2f9ebe78c7879b12bec47f9c091eba,TASS,"Разыскиваемый Европолом испанец рассказал, за что его называют шпионом Кремля",hard_block,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
12016,7971e01484583842da428b785b42bc81,TASS,ФИФА опровергла сообщения об отношениях Инфантино с экс-сотрудницей УЕФА,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
12101,3e62acbbd10614d7bcca59e992f2b8a8,TASS,В Ярославской области в ДТП погибли три человека,skip,allow,,green,True,"out_of_scope:crime,green_forced_to_allow"
12114,bb9b532542d4da85c10d7fdc4265df10,TASS,Кабмин: отечественные ИИ могут получить приоритет при госзакупках,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
12201,f14b7461b070a6ba1184c57fc9458fdd,TASS,Прокуратура контролирует устранение последствий непогоды в Орловской области,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
12202,12af7c61a4c87f3f2d2b676bb3515fc5,TASS,В Красноярском крае в поисках пропавшей при сплаве семьи обследуют участки реки,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
12203,a5af478bbc0d23599fd54f0ca2c561e0,TASS,В Федерации альпинизма РФ назвали опасной идею дойти до тела Наговициной,review,hard_block,SPORT_BLOCKED,red,True,sport_blocked
12301,bb143f45b3d74fbdac3cebdabab7e043,TASS,В Белгородской области за сутки при атаке ВСУ погиб человек,review,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
12401,48cbcce2ebe2844d87e87fcc71d72690,TASS,В Абхазии высоко ценят решающую роль России в защите народа Южной Осетии,allow,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
12402,80681aabc51d737ed3f0c9c83913c44c,TASS,В ЦСКА рассказали о планах по спортивным сборам с военнослужащими КНДР,hard_block,hard_block,SPORT_BLOCKED,red,False,sport_blocked
12403,05c4ebf90984e280556e695a41e1b652,TASS,Тренер Ушаков поставил пятерку российским волейболисткам за игру с сербками,review,hard_block,SPORT_BLOCKED,red,True,sport_blocked
12404,177cc84c37b60ff714a4b93da9937bd2,TASS,В Сочи объявили угрозу атаки БПЛА,review,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
12501,a839232fa906e4366fd27610343d0b6b,TASS,Лазарева: волейболистки сборной России рады допуску к турнирам,hard_block,hard_block,SPORT_BLOCKED,red,False,sport_blocked
12502,95d7af9054fab7e84f1ac592e42bd87f,TASS,"ВС РФ ударили ""Геранями"" по сухогрузу, транспортирующему вооружение для ВСУ",hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
12517,512aa1046eb5b1aa92a95964fc86733a,TASS,Некоторые тренеры ЦСКА на время оставили спорт ради участия в СВО,hard_block,hard_block,SPORT_BLOCKED,red,False,sport_blocked
12601,4dd2a884386e21d8cc2a8d9cf905030e,TASS,Politico: отказ Германии закупать газ угрожает зимнему отопительному сезону в ЕС,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
12602,35c7219d664cb9eb8432a6167883f372,TASS,"Лидер фракции ХДС/ХСС считает, что оснований для запрета АдГ нет",review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
12701,1d05829222852447a1a5ba2d0bac8c9d,TASS,ТАСС: Европа закачала в хранилища 33 млрд куб. м газа к следующей зиме,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
12702,38599d3077a52217af0050e3770c181b,TASS,Депутат Мишин раскрыл планы НАТО и Украины в Калининградской области,allow,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
12709,05c4ebf90984e280556e695a41e1b652,TASS,Ушаков поставил пятерку российским волейболисткам за игру с сербками,review,hard_block,SPORT_BLOCKED,red,True,sport_blocked
12801,8e2ee88c6d824e17670c129fc0595765,TASS,20 Minutos: защиту Сеуты усилили из-за возможного нового наплыва мигрантов,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
12802,8581fe2e291bcd9495e38025d291961e,TASS,"Welt am Sonntag: ЕС импортировал в июне на 14% больше СПГ из РФ, чем год назад",review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
12803,a2abb3f20886bd5ac22645fe4a10a033,TASS,В Нижегородской области загорелись емкости с жидкостью для моющих средств,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
12809,95d7af9054fab7e84f1ac592e42bd87f,TASS,ВС РФ ударили по перевозящему оружие для ВСУ сухогрузу восточнее Одессы,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
12841,650992a11d46b26cb3813377fc427605,TASS,В Новороссийске объявляли угрозу атаки БПЛА,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
12901,92e2561f37ec928a1f1db0364030226c,TASS,В Белгородской области при атаке дрона ВСУ пострадал человек,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
13001,2695728c3ae9584cb70b8c572f543ad0,TASS,"Силы ПВО сбили три беспилотника, летевшие на Москву",review,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
13002,0576d6a32ed4612538b72c3393d4c2f6,TASS,"Кабмин расширил перечень премий, лауреаты которых освобождаются от НДФЛ",review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
13003,dcfdcd36866a96027769119b73225474,TASS,"Начальник ЦСКА: скоро узнаем имена новых спортсменов, кто взойдет на высочайшие горы мира",hard_block,hard_block,SPORT_BLOCKED,red,False,sport_blocked
13101,1f54d175056d83001625e3a6618cbf29,TASS,"Мосгортранс перевез более 1,2 млн человек с начала года",review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
13102,deba39a563447f0b1fc63b9147f4d7e5,TASS,Психолог Деулин рассказал как отказаться от сквернословия,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
13103,fc99d0436a1ee923f690c459418d6075,TASS,"Депутат Рады Железняк: Свириденко могут назначить главой ""Нафтогаза""",allow,allow,,green,False,primary:labor_economy
13104,0bd281b3988c64d2bcb26c758a8ec649,TASS,"Директор ВДНХ рассказал, туристы из каких стран чаще всего посещают выставку",review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
13105,16badd965cdfb7c9f5b943d5e802f165,TASS,ЦСКА: более 70 ветеранов СВО являются кандидатами в паралимпийскую сборную,hard_block,hard_block,SPORT_BLOCKED,red,True,sport_blocked
13106,7dee1fbae87e047ad22d1807647509ca,TASS,В Краснодарском крае объявили беспилотную опасность,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
13201,80cbd63f879f15a9dc983831a4930585,TASS,Собянин сообщил о росте темпов ввода недвижимости в Москве с начала года,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
13202,935805d5f15ee322c89e7ed84e34a279,TASS,FAS: на Западе выступили с новой инициативой по замороженным активам РФ,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
13203,81f20060ac5b23fb1be238a64abfaf77,TASS,"Первые бомбы по ""логову врага"". Как советская авиация сокрушила миф о неуязвимости Берлина",review,hard_block,war,red,True,manual_war_hard_block
13401,443155a7ba40473d8122e20877051001,TASS,"ВС РФ дроном ""Герань-4 сикер"" уничтожили РЛС ВСУ в Николаевской области",hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
13402,6eabc54186051f97af8a757bad8c51ba,TASS,В Адыгее объявили беспилотную опасность,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
13403,ccd148b0738afc67bb6fb27b55f4d035,TASS,В Ливии БПЛА врезался в резервуар с нафтой на нефтеперерабатывающем заводе,review,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
13411,16badd965cdfb7c9f5b943d5e802f165,TASS,В ЦСКА назвали число ветеранов СВО - кандидатов в паралимпийскую сборную,hard_block,hard_block,SPORT_BLOCKED,red,True,sport_blocked
13501,8d23fde7e3fe7105b3991b4c3b27d69e,TASS,"В Японии массово регистрируют браки в связи со счастливым днем ""трех восьмерок""",review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
13502,13e3c6fc5c00c8a86f0b263128b9cc4e,TASS,В Севастополе объявили воздушную тревогу,review,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
13601,79cea564c42ccc3f412dfe7ee342e9ef,TASS,В Геленджике объявили угрозу атаки БПЛА,review,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
